conquering_cost,filename,total_scores,travelling_cost
27.302950000000003,inputs/307.in,271.63279,244.32984
87.0,inputs/125.in,169.0,82.0
201.0,inputs/174.in,467.0,266.0
119000220.0,inputs/154.in,119278298.0,278078.0
65.0,inputs/385.in,281.0,216.0
6.0,inputs/294.in,28.0,22.0
76406680.30119997,inputs/105.in,119273512.73019996,42866832.42899998
769.4735699999999,inputs/267.in,6059972971.216928,6059972201.743358
33975.0,inputs/327.in,110089.0,76114.0
12518.0,inputs/236.in,58886.0,46368.0
3.0,inputs/376.in,35.0,32.0
1176.0,inputs/131.in,3424.0,2248.0
59167.0,inputs/160.in,62975.0,3808.0
116.0,inputs/342.in,810.0,694.0
100592.0,inputs/202.in,2134722.0,2034130.0
234.0,inputs/193.in,1845.6000000000006,1611.6000000000006
27790586763.0,inputs/313.in,49179008089.0,21388421326.0
8.2697,inputs/253.in,22.5805,14.3108
29.0,inputs/0.in,113.0,84.0
637.0,inputs/58.in,1515.0,878.0
815.0,inputs/578.in,1017.67336,202.67336000000003
519408.96100000007,inputs/438.in,521346.03680000006,1937.0758
1.0,inputs/529.in,1.0,0
474.0,inputs/469.in,1342.0,868.0
1569.0,inputs/479.in,14307.0,12738.0
200.0,inputs/19.in,3200.0,3000.0
98.0,inputs/539.in,9036.0,8938.0
18473130.677600004,inputs/428.in,1479269913.193602,1460796782.5160022
42.0,inputs/48.in,742.0,700.0
3076.0,inputs/568.in,9463.748400000004,6387.748400000003
2162.0,inputs/243.in,21237.997999999992,19075.997999999992
341.0,inputs/303.in,989.0,648.0
142.0,inputs/183.in,3486.0,3344.0
1609.0,inputs/212.in,3709.0,2100.0
3573.0,inputs/352.in,6840.956259999999,3267.9562599999995
67.0,inputs/170.in,20145.0,20078.0
1898.0,inputs/121.in,70402.0,68504.0
298.0,inputs/366.in,1008.0,710.0
10000.0,inputs/226.in,10396.0,396.0
1.0,inputs/337.in,1.0,0
891.0,inputs/277.in,1483.0,592.0
1080.0,inputs/115.in,3120.0,2040.0
28.0,inputs/284.in,148.0,120.0
19175984350.0,inputs/395.in,53408107162.0,34232122812.0
745.0,inputs/144.in,1399.0400000000002,654.0400000000002
29000055.0,inputs/155.in,29068073.0,68018.0
68.0,inputs/384.in,284.0,216.0
38.0,inputs/104.in,292.0,254.0
5.0,inputs/295.in,25.0,20.0
386.0,inputs/266.in,650.0,264.0
26.0,inputs/326.in,82.0,56.0
241160.0,inputs/237.in,483814.0,242654.0
3.0,inputs/377.in,13.0,10.0
19701.0,inputs/130.in,58669.0,38968.0
7734.0,inputs/161.in,8400.0,666.0
482.0,inputs/343.in,2416.0,1934.0
145.0,inputs/192.in,1253.0,1108.0
296.0,inputs/203.in,2360.0,2064.0
13692509875.0,inputs/312.in,24832853031.0,11140343156.0
8.8767,inputs/252.in,18.8977,10.021
31.0,inputs/1.in,243.0,212.0
979.02,inputs/579.in,10133.04,9154.02
200.0,inputs/59.in,332.0,132.0
371268.27609999996,inputs/439.in,373342.3709,2074.094799999999
1.0,inputs/528.in,1.0,0
220.0,inputs/468.in,646.0,426.0
10532.0,inputs/478.in,82404.0,71872.0
160.0,inputs/538.in,14126.0,13966.0
200.0,inputs/18.in,3300.0,3100.0
211.0,inputs/429.in,3123.0,2912.0
3292.0,inputs/569.in,4559.3418599999995,1267.3418599999998
84.0,inputs/49.in,1504.0,1420.0
38.0,inputs/242.in,504.0,466.0
110116.0,inputs/302.in,575294.0,465178.0
4900.0,inputs/213.in,14600.0,9700.0
617.0,inputs/182.in,2085.0,1468.0
1057.0,inputs/353.in,2546.6180399999994,1489.6180399999994
76.0,inputs/171.in,138.0,62.0
485.0,inputs/120.in,43121.0,42636.0
413.0,inputs/367.in,1199.0,786.0
0.048000000000000036,inputs/227.in,98.048,98.0
1.0,inputs/336.in,1.0,0
79.0,inputs/276.in,943.0,864.0
288.0,inputs/285.in,772.0,484.0
300.0,inputs/114.in,1320.0,1020.0
23035934334.0,inputs/394.in,72586893172.0,49550958838.0
1558.0,inputs/145.in,2901.0599999999995,1343.0599999999997
2789.0,inputs/165.in,276637.30000000005,273848.30000000005
0.0031999999999999984,inputs/134.in,78.03100000000015,78.02780000000014
224.0,inputs/316.in,804.0,580.0
375.0,inputs/256.in,393.06,18.06000000000001
25.0,inputs/347.in,3843.0,3818.0
9700.0,inputs/207.in,10488.0,788.0
19.900000000000013,inputs/196.in,198.9999999999993,179.09999999999928
187.5,inputs/291.in,318.5,131.0
26311.0,inputs/100.in,430175.0,403864.0
144.0,inputs/151.in,414.0,270.0
3360.0,inputs/380.in,8012.418,4652.418
33826072868.975895,inputs/233.in,89901587294.8981,56075514425.92221
1320321.0,inputs/373.in,152293926.82519993,150973605.82519993
4300.0,inputs/262.in,18892.0,14592.0
66783.0,inputs/322.in,67189.0,406.0
1228.0,inputs/409.in,3158.0,1930.0
7500.0,inputs/69.in,15500.0,8000.0
112.0,inputs/549.in,302.0,190.0
120.0,inputs/458.in,200.0,80.0
11.0,inputs/38.in,33.0,22.0
4014.0,inputs/689.in,6518.0,2504.0
6348.0,inputs/518.in,6806.0,458.0
11.38,inputs/5.in,2771.66,2760.2799999999997
405241.0,inputs/28.in,1117827.0,712586.0
281.0,inputs/508.in,981.0,700.0
627.0,inputs/699.in,18182.493480000005,17555.493480000005
6138.0,inputs/448.in,13650.0,7512.0
175013.0,inputs/79.in,396101.0,221088.0
281.0,inputs/559.in,1137.0,856.0
406.0,inputs/419.in,3322.0,2916.0
150.0,inputs/332.in,318.0,168.0
5.0,inputs/272.in,91.0,86.0
30.0,inputs/363.in,90.0,60.0
105.0,inputs/223.in,285.0,180.0
36258454419.0,inputs/390.in,81560452091.0,45301997672.0
3698.0,inputs/141.in,9092.0,5394.0
2363.9007700000006,inputs/110.in,18214.771490000003,15850.87072
30069155276.919987,inputs/281.in,90207458480.76001,60138303203.84002
2777.0,inputs/186.in,7387.0,4610.0
5.0,inputs/217.in,13.0,8.0
82.0,inputs/357.in,244.0,162.0
15242.0,inputs/246.in,52187.318000000014,36945.318000000014
47.65614,inputs/306.in,395.80228000000005,348.14614000000006
199.0,inputs/124.in,469.0,270.0
1.0,inputs/175.in,5.0,4.0
